age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
31,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,jul,wed,336,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
49,entrepreneur,divorced,basic.9y,no,no,no,cellular,may,fri,166,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
29,admin.,single,university.degree,no,no,yes,cellular,aug,mon,146,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,management,married,university.degree,no,yes,no,cellular,nov,tue,118,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
32,services,married,high.school,unknown,no,yes,telephone,may,tue,89,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
27,technician,single,university.degree,no,no,no,cellular,jul,thu,114,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
25,technician,single,professional.course,no,yes,no,cellular,jun,mon,29,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
45,admin.,married,unknown,no,no,no,telephone,jun,tue,242,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
33,management,married,university.degree,no,yes,no,cellular,nov,tue,341,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
52,technician,married,professional.course,no,yes,yes,telephone,nov,tue,285,2,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
37,admin.,married,professional.course,unknown,yes,no,cellular,nov,wed,37,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
50,entrepreneur,married,basic.9y,no,yes,no,telephone,may,mon,215,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35,entrepreneur,married,basic.9y,no,yes,no,telephone,may,wed,295,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
59,admin.,married,high.school,no,yes,no,cellular,aug,wed,277,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,yes
38,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,161,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
26,technician,single,university.degree,no,yes,yes,cellular,jul,tue,105,2,999,0,nonexistent,-2.9,92.469,-33.6,0.9079999999999999,5076.2,no
47,admin.,married,university.degree,no,no,yes,cellular,aug,mon,94,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
70,retired,married,basic.4y,no,yes,no,cellular,dec,wed,325,1,999,2,failure,-3.0,92.713,-33.0,0.715,5023.5,no
41,unknown,single,unknown,unknown,no,no,telephone,jun,mon,242,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
29,technician,single,professional.course,unknown,yes,no,cellular,nov,thu,239,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
43,admin.,married,high.school,no,yes,no,telephone,jun,tue,282,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
56,self-employed,single,basic.9y,unknown,no,no,telephone,jun,fri,154,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
30,technician,married,high.school,no,no,no,cellular,nov,wed,1206,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
34,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,127,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
37,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,329,3,9,1,success,-2.9,92.20100000000001,-31.4,0.851,5076.2,yes
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,410,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,technician,single,professional.course,no,no,no,cellular,aug,fri,87,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,yes
23,student,single,basic.9y,no,yes,no,cellular,dec,tue,321,2,999,0,nonexistent,-3.0,92.713,-33.0,0.708,5023.5,yes
41,admin.,divorced,university.degree,no,no,no,cellular,mar,fri,319,1,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,yes
52,services,married,professional.course,no,no,yes,cellular,aug,fri,173,7,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
35,admin.,single,university.degree,no,no,no,cellular,aug,thu,250,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2,no
33,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,215,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
39,technician,single,professional.course,no,yes,no,cellular,aug,thu,142,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
45,services,single,unknown,no,no,no,cellular,apr,fri,345,1,6,1,success,-1.8,93.075,-47.1,1.405,5099.1,yes
48,admin.,married,high.school,unknown,yes,no,cellular,may,fri,611,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes
33,technician,single,university.degree,no,no,no,cellular,aug,fri,120,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
31,technician,married,professional.course,unknown,yes,no,cellular,may,thu,476,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
34,blue-collar,married,high.school,no,no,no,cellular,may,thu,144,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
36,services,single,high.school,no,yes,no,cellular,may,mon,566,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
50,blue-collar,married,basic.4y,unknown,no,yes,telephone,jul,fri,5,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no
40,entrepreneur,married,university.degree,no,no,no,cellular,may,mon,181,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
56,unemployed,divorced,basic.4y,no,no,no,cellular,mar,wed,577,1,999,0,nonexistent,-1.8,93.369,-34.8,0.634,5008.7,yes
37,admin.,single,university.degree,no,no,no,telephone,aug,thu,118,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29,admin.,divorced,unknown,no,no,no,cellular,jul,wed,222,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
32,technician,single,professional.course,no,no,no,cellular,jul,tue,52,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
52,management,married,high.school,unknown,yes,no,telephone,may,fri,113,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
37,technician,married,professional.course,no,yes,no,telephone,nov,tue,164,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
31,unemployed,married,professional.course,no,yes,no,cellular,may,thu,700,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
46,technician,divorced,professional.course,no,yes,no,cellular,jul,tue,513,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
36,blue-collar,single,basic.9y,no,yes,no,cellular,nov,tue,82,2,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
36,admin.,married,university.degree,no,no,no,telephone,may,mon,188,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30,admin.,single,university.degree,no,yes,no,cellular,jul,thu,228,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
35,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,282,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
32,admin.,single,university.degree,no,yes,no,telephone,nov,fri,2184,2,999,1,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
27,student,single,university.degree,no,yes,no,cellular,oct,fri,161,1,999,3,failure,-1.1,94.601,-49.5,0.9420000000000001,4963.6,no
33,blue-collar,married,high.school,no,no,no,cellular,jul,mon,69,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
38,self-employed,divorced,basic.9y,no,yes,yes,cellular,jul,thu,119,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
50,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
37,services,married,high.school,no,no,yes,cellular,jul,mon,264,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
43,admin.,married,university.degree,no,yes,no,cellular,mar,fri,111,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,5099.1,no
33,admin.,married,high.school,no,no,no,telephone,may,fri,396,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
28,technician,married,basic.9y,no,no,no,telephone,may,tue,472,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
48,management,married,university.degree,no,yes,no,cellular,aug,tue,189,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29,admin.,single,university.degree,no,yes,no,cellular,jun,wed,170,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
27,admin.,single,university.degree,no,yes,no,cellular,apr,mon,148,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,yes
44,technician,married,high.school,unknown,yes,no,telephone,may,wed,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
41,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,475,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
49,housemaid,married,basic.4y,unknown,yes,no,cellular,jul,tue,226,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
30,admin.,single,university.degree,no,yes,no,cellular,nov,tue,402,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,no
28,student,single,high.school,unknown,yes,no,telephone,may,wed,313,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
42,admin.,single,university.degree,no,yes,no,telephone,jun,fri,520,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
53,retired,married,high.school,unknown,no,no,telephone,may,tue,15,13,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
35,technician,married,professional.course,no,yes,yes,telephone,may,tue,207,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
46,technician,single,basic.9y,no,no,no,cellular,apr,thu,385,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,228,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
50,management,married,university.degree,unknown,yes,no,telephone,jul,thu,30,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
43,technician,married,professional.course,no,no,no,cellular,nov,fri,14,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
46,admin.,single,high.school,no,unknown,unknown,telephone,may,thu,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
35,admin.,single,university.degree,no,yes,no,cellular,may,mon,8,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
25,admin.,married,high.school,no,no,no,telephone,may,fri,498,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
28,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,187,2,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,yes
41,housemaid,married,basic.6y,no,no,no,cellular,aug,tue,56,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
41,technician,single,professional.course,no,yes,no,cellular,aug,tue,179,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
57,self-employed,married,university.degree,no,no,no,cellular,jul,thu,313,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
50,unemployed,married,professional.course,no,yes,no,cellular,nov,fri,58,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
51,housemaid,married,basic.9y,no,yes,no,cellular,jul,tue,160,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
29,services,married,high.school,unknown,yes,no,cellular,may,thu,63,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
27,unemployed,single,university.degree,no,yes,no,cellular,mar,mon,269,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.56,5099.1,no
49,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,mon,242,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
45,technician,married,professional.course,unknown,no,no,cellular,aug,wed,128,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
43,management,married,university.degree,no,yes,no,cellular,may,wed,12,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
21,student,single,high.school,no,no,no,cellular,may,fri,42,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
48,technician,married,high.school,no,yes,no,cellular,jun,tue,115,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
35,technician,single,high.school,no,no,no,telephone,jun,mon,94,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
50,management,married,high.school,unknown,no,yes,telephone,may,fri,223,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
50,self-employed,married,professional.course,no,yes,no,cellular,jun,tue,102,1,999,1,failure,-2.9,92.963,-40.8,1.252,5076.2,no
57,services,divorced,high.school,no,yes,yes,telephone,may,fri,1193,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
45,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,572,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
31,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,176,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
56,admin.,single,university.degree,no,no,no,cellular,mar,wed,193,1,5,1,success,-1.8,93.369,-34.8,0.634,5008.7,yes
43,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,469,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29,management,married,basic.9y,no,no,no,cellular,nov,wed,69,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
48,technician,married,basic.9y,no,no,no,cellular,jul,thu,81,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
34,services,married,professional.course,no,yes,no,cellular,may,mon,72,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
39,self-employed,married,university.degree,no,no,no,telephone,may,wed,17,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
59,admin.,divorced,university.degree,unknown,unknown,unknown,cellular,may,tue,158,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
30,services,married,high.school,no,yes,no,telephone,may,mon,92,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
39,management,married,university.degree,no,unknown,unknown,cellular,apr,fri,397,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
30,admin.,married,university.degree,no,no,no,telephone,may,thu,72,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
36,management,married,university.degree,no,yes,no,telephone,jun,tue,269,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
39,management,married,basic.6y,unknown,yes,no,telephone,jun,fri,38,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,31,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
55,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,mon,304,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
56,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,70,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
54,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,mon,100,17,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
31,services,married,basic.9y,no,yes,no,telephone,jun,wed,886,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
30,management,married,university.degree,no,yes,no,cellular,oct,tue,1226,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,yes
22,unemployed,single,high.school,no,no,no,telephone,jul,wed,82,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
52,blue-collar,divorced,basic.4y,no,no,no,cellular,nov,thu,200,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
64,admin.,married,university.degree,no,no,yes,cellular,dec,thu,1804,3,999,0,nonexistent,-3.0,92.713,-33.0,0.72,5023.5,no
38,services,married,high.school,no,yes,no,cellular,mar,thu,257,1,999,0,nonexistent,-1.8,93.369,-34.8,0.65,5008.7,yes
51,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,151,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
30,unemployed,married,professional.course,no,unknown,unknown,cellular,jul,thu,156,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
26,admin.,single,university.degree,no,yes,no,telephone,oct,mon,251,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.912,5195.8,yes
66,admin.,married,university.degree,no,no,no,cellular,sep,tue,39,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.77,5017.5,no
46,admin.,married,high.school,no,no,no,telephone,may,fri,515,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
50,technician,married,professional.course,no,no,no,cellular,apr,fri,93,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
44,services,divorced,basic.9y,no,yes,no,telephone,jul,tue,62,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
41,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,324,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
40,admin.,married,professional.course,unknown,yes,no,telephone,may,fri,488,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
32,technician,single,professional.course,no,no,no,cellular,aug,fri,309,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
45,services,married,high.school,unknown,yes,no,cellular,apr,mon,79,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
26,admin.,single,university.degree,no,yes,no,cellular,apr,thu,239,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
33,admin.,single,university.degree,no,yes,no,telephone,may,tue,76,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
39,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,650,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
22,technician,single,professional.course,no,no,no,telephone,jun,fri,184,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
48,services,married,high.school,unknown,yes,no,cellular,jul,mon,49,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
45,services,divorced,high.school,no,yes,yes,cellular,nov,mon,96,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
30,technician,single,professional.course,no,yes,yes,cellular,aug,fri,22,13,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
25,admin.,married,university.degree,no,no,no,telephone,may,fri,56,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
31,entrepreneur,single,university.degree,no,yes,no,cellular,aug,fri,211,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,yes
31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,590,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
44,technician,divorced,professional.course,unknown,yes,no,cellular,apr,thu,18,3,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
41,technician,divorced,basic.4y,no,no,no,telephone,jun,fri,639,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
29,admin.,single,high.school,no,no,no,cellular,may,wed,131,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,183,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
40,self-employed,married,professional.course,no,no,no,telephone,may,tue,119,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
45,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,157,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
30,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,64,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
22,services,single,professional.course,no,no,no,cellular,jul,tue,363,1,999,1,failure,-1.7,94.215,-40.3,0.835,4991.6,yes
54,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,36,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30,technician,single,university.degree,no,yes,yes,cellular,jul,wed,63,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
41,management,married,university.degree,no,yes,no,telephone,jun,thu,52,8,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
39,admin.,single,university.degree,unknown,no,yes,cellular,aug,mon,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,blue-collar,single,high.school,no,yes,no,cellular,jul,thu,107,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
48,self-employed,married,basic.9y,unknown,no,no,telephone,jun,fri,246,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
50,admin.,married,high.school,unknown,yes,no,telephone,may,fri,317,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26,admin.,single,university.degree,no,yes,no,cellular,jul,wed,226,2,999,0,nonexistent,-2.9,92.469,-33.6,0.9790000000000001,5076.2,no
28,student,single,high.school,no,no,no,cellular,may,wed,182,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
35,technician,single,professional.course,unknown,no,no,telephone,may,wed,198,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
48,services,married,high.school,no,no,no,cellular,apr,mon,1112,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
29,technician,single,professional.course,no,no,no,cellular,aug,mon,157,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
27,admin.,single,high.school,no,no,no,telephone,jul,thu,135,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
31,technician,married,professional.course,no,yes,no,cellular,sep,fri,90,4,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.773,5017.5,no
37,unemployed,married,university.degree,unknown,yes,no,cellular,jun,mon,614,3,3,2,success,-1.7,94.055,-39.8,0.754,4991.6,yes
45,blue-collar,married,basic.6y,no,yes,yes,cellular,aug,thu,425,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
60,technician,married,university.degree,unknown,yes,no,telephone,may,fri,175,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
27,blue-collar,unknown,high.school,no,no,no,cellular,aug,fri,192,1,4,1,success,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,yes
40,unemployed,divorced,university.degree,no,yes,no,cellular,jul,wed,1373,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
33,unemployed,married,university.degree,no,no,no,cellular,aug,fri,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
39,management,married,university.degree,unknown,no,no,cellular,may,wed,825,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
33,admin.,married,high.school,unknown,no,no,cellular,apr,fri,220,6,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
33,admin.,married,professional.course,no,no,no,telephone,may,mon,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
39,technician,married,professional.course,no,yes,no,cellular,apr,thu,381,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
51,services,married,high.school,no,yes,no,cellular,apr,mon,272,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
24,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
55,retired,married,basic.4y,no,no,no,cellular,may,tue,43,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
24,services,single,high.school,no,yes,no,telephone,jun,wed,453,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
37,services,married,high.school,no,no,no,cellular,jul,thu,346,1,6,2,success,-1.7,94.215,-40.3,0.846,4991.6,yes
32,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,36,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
37,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,thu,1150,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,yes
43,unknown,married,high.school,unknown,yes,yes,telephone,may,mon,329,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,wed,93,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
38,technician,single,university.degree,no,yes,no,cellular,jul,fri,210,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
58,blue-collar,married,basic.9y,no,yes,no,cellular,oct,tue,164,1,999,1,failure,-3.4,92.431,-26.9,0.737,5017.5,no
37,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,465,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
45,management,married,university.degree,unknown,yes,no,cellular,apr,thu,452,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
50,management,married,basic.9y,no,yes,yes,cellular,jul,thu,217,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
35,entrepreneur,married,university.degree,no,no,no,telephone,jun,fri,109,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
33,admin.,single,university.degree,no,unknown,unknown,cellular,aug,mon,295,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
30,admin.,married,high.school,no,no,no,cellular,may,wed,166,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
51,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,thu,297,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
28,student,single,university.degree,unknown,yes,no,cellular,may,tue,116,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
21,student,single,high.school,no,no,no,cellular,may,thu,24,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
38,blue-collar,married,basic.4y,unknown,no,no,cellular,may,thu,197,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
30,technician,married,university.degree,unknown,no,yes,cellular,aug,wed,96,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
